id;tsunami;year;month;day;latitude;longitude;focaldepth;magnitude;deaths;country;country_zone
4752;;2008;5;26;8.423;-82.968;10;0.6;8;PANAMA-COSTA RICA;North
4753;;2008;5;27;32.71;105.54;13;5.6;;CHINA: SICHUAN PROVINCE;North
4754;;2008;5;29;64.004;-21.012;10;5.7;;ICELAND: REYKJAVIK;West
4755;;2008;6;6;35.883;-0.658;10;6.3;;ALGERIA: ORAN;East
4756;;2008;6;6;24.702;84.964;4;5.5;1;INDIA: MANPUR;East
4757;;2008;6;8;37.963;21.525;11;3.8;;GREECE: ACHAIA, ILEIA;South
4758;;2008;6;13;39.03;140.881;16;6.3;2;JAPAN: HONSHU: TOKYO;South
4759;;2008;7;1;-10.368;-75.512;8;6.9;13;PERU: CENTRAL: OXAPAMPA, HUANCABAMBA;East
4760;;2008;7;3;35.5;58.8;33;5.5;;IRAN: NE: KATKAN;West
4761;;2008;7;5;53.882;152.886;10;0.5;;RUSSIA: SEA OF OKHOTSK;East
4762;;2008;7;8;-15.986;-71.748;633;7.7;;PERU: AREQUIPA;East
4763;;2008;7;19;37.552;142.214;123;6.2;1;JAPAN: OFF EAST COAST OF HONSHU ISLAND;West
4764;Yes;2008;7;23;39.802;141.464;22;6.9;;JAPAN: HONSHU: N;West
4765;;2008;7;24;32.747;105.542;108;6.8;1;CHINA: SICHUAN PROVINCE;North
4766;;2008;7;29;33.953;-117.761;10;5.6;1;CALIFORNIA: LOS ANGELES;East
4767;;2008;8;1;32.036;104.722;15;5.4;;CHINA: SICHUAN PROVINCE;North
4768;;2008;8;5;32.756;105.494;7;5.7;;CHINA: SICHUAN PROVINCE;South
4769;;2008;8;11;10.514;-64.171;6;0.6;4;VENEZUELA: CARIACO-CUMANA;West
4770;;2008;8;15;12.897;124.319;13;5.2;;PHILIPPINES: LUZON: LEGASPI;East
4771;;2008;8;19;25.051;97.919;10;0.6;;CHINA: YUNNAN PROVINCE;West
4772;;2008;8;21;25.044;97.684;46;0.5;;CHINA: YUNNAN PROVINCE;South
4773;;2008;8;25;-39.715;176.851;1;0.6;5;NEW ZEALAND: NORTH ISLAND;West
4774;;2008;8;25;30.901;83.52;32;5.5;;CHINA: TIBET (XIZANG PROVINCE);West
4775;;2008;8;26;-52.533;26.417;12;6.7;;ATLANTIC OCEAN: SOUTH;West
4776;Yes;2008;8;27;51.607;104.158;10;0.5;;RUSSIA: LAKE BAYKAL;South
4777;;2008;8;30;26.272;101.937;16;6.2;;CHINA: SICHUAN PROVINCE;North
4778;;2008;9;3;37.507;38.503;17;5.9;43;TURKEY: ADIYAMAN;North
4779;;2008;9;9;-3.935;103.058;6;4.1;;INDONESIA: SUMATRA: SOUTHERN;East
4780;;2008;9;10;26.743;55.828;25;5.4;2;IRAN: HORMOZGAN PROVINCE;West
4781;;2008;9;11;41.892;143.754;12;6.1;7;JAPAN: HOKKAIDO;South
4782;Yes;2008;9;16;17.438;73.915;25;6.8;;INDIA: MAHARASHTRA;South
4783;;2008;10;5;39.533;73.824;10;0.5;1;KYRGYZSTAN: NURA;East
4784;;2008;10;6;29.807;90.35;27;6.6;74;CHINA: TIBET (XIZANG PROVINCE);East
4785;;2008;10;11;43.372;46.254;12;6.3;9;RUSSIA: CAUCASUS: CHECHNYA;South
4786;;2008;10;28;30.639;67.351;16;5.7;13;PAKISTAN: QUETTA;South
4787;;2008;10;29;30.598;67.455;15;6.4;166;PAKISTAN: ZIARAT;South
4788;;2008;11;10;37.565;95.833;14;6.4;;CHINA: QINGHAI PROVINCE;South
4789;;2008;11;16;1.271;122.091;19;6.3;;INDONESIA: MINAHASSA PENINSULA;South
4790;Yes;2008;11;19;8.267;-82.967;30;7.3;6;PANAMA: PASO CANOA, DAVID, PUERTO ARMUELLES;West
4791;;2008;11;22;49.914;18.455;32;6.1;;CZECH REPUBLIC: KARVINA;South
4792;;2008;12;7;26.99;55.8;;4.1;2;IRAN: S;West
4793;;2008;12;9;32.518;105.395;15;5.4;;CHINA: SICHUAN PROVINCE;East
4794;;2008;12;10;-32.938;-69.259;25;4.5;2;ARGENTINA: POTRERILLOS;North
4795;;2008;12;25;23.97;97.569;10;4.1;;CHINA: YUNNAN PROVINCE: SIMAO;East
4796;;2008;12;25;23.97;97.569;35;4.8;;MYANMAR (BURMA);East
4797;;2008;12;29;;;35;4.7;;AFGHANISTAN;West
4798;;2009;1;3;-0.414;132.885;158;5.8;;PAPUA NEW GUINEA: NEAR NORTH COAST;South
4799;Yes;2009;1;3;-0.691;133.305;17;7.6;5;PAPUA NEW GUINEA: NEAR NORTH COAST;East
4800;Yes;2009;1;8;10.165;-84.197;23;7.3;;COSTA RICA: LA PAZ;East
4801;;2009;1;15;46.857;155.154;14;6.1;23;RUSSIA: KURIL ISLANDS;East
4802;Yes;2009;1;21;-11.779;-75.626;36;7.4;;PERU: PACCHA;North
4803;;2009;2;11;3.884;126.397;10;4.6;;INDONESIA: KEPULAUAN TALAUD;East
4804;Yes;2009;2;20;;;22;7.2;;PAKISTAN;East
4805;;2009;2;20;40.657;78.692;10;5.4;;CHINA: XINJIANG PROVINCE;North
4806;;2009;3;19;-23.046;-174.659;17;5.5;;TONGA ISLANDS;East
4807;Yes;2009;3;26;22.399;85.903;34;7.6;;INDIA: CHAIBASA;West
4808;;2009;3;31;13.452;-86.06;10;4.1;;NICARAGUA: SAN JUAN DEL RIO COCO;North
4809;;2009;4;6;42.334;13.334;36;4.4;;ITALY: L'AQUILA;East
4810;;2009;4;7;42.275;13.464;9;6.3;309;ITALY: L'AQUILA;South
4811;;2009;4;9;27.143;70.749;15;5.5;1;INDIA: JAISALMER;East
4812;;2009;4;16;34.185;70.076;44;5.2;;AFGHANISTAN: NANGARHAR;South
4813;;2009;5;17;25.212;37.597;6;5.4;19;SAUDI ARABIA: WESTERN;East
4814;;2009;5;19;25.292;37.744;10;4.6;;SAUDI ARABIA: WESTERN;South
4815;;2009;5;19;33.198;75.787;2;5.7;;INDIA: KASHMIR;East
4816;;2009;5;24;41.303;22.714;21;4.9;;BALKANS NW: MACEDONIA;East
4817;;2009;5;28;;;0;5.3;;HONDURAS: NORTHERN;West
4818;Yes;2009;5;29;-17.026;168.329;10;7.3;7;VANUATU ISLANDS: TONGOA;West
4819;;2009;6;2;-17.757;167.949;13;5.7;;VANUATU ISLANDS: TONGOA;East
4820;;2009;6;13;44.724;78.864;15;6.3;;KAZAKHSTAN: TEKELI;West
4821;;2009;7;1;34.164;25.471;15;5.4;1;GREECE: CRETE;South
4822;Yes;2009;7;4;9.59;-78.966;19;6.4;;PANAMA: PANAMA CITY;West
4823;;2009;7;9;25.632;101.095;38;0.6;;CHINA: YUNNAN PROVINCE: YAOAN COUNTY;West
4824;;2009;7;15;-45.762;166.562;7;5.7;;NEW ZEALAND: OFF WEST COAST OF SOUTH ISLAND;West
4825;Yes;2009;7;24;31.158;85.902;12;7.8;;CHINA: TIBET (XIZANG PROVINCE): GYUNGCAN;South
4826;;2009;8;8;29.358;105.438;13;5.8;;CHINA: CHONGQING PROVINCE: RONGCHANG;North
4827;;2009;8;10;14.099;92.888;10;3.4;2;INDIA: ANDAMAN I;East
4828;Yes;2009;8;10;34.743;138.264;5;7.5;;JAPAN: HONSHU: S COAST;East
4829;Yes;2009;8;16;-1.479;99.49;40;6.4;1;INDONESIA: SUMATRA: PADANG;East
4830;Yes;2009;8;28;37.696;95.718;20;6.7;;CHINA: QINGHAI PROVINCE;West
4831;;2009;8;30;;;13;6.2;;MYANMAR (BURMA);East
4832;;2009;9;2;-7.782;107.297;82;5.2;;INDONESIA: JAVA;North
4833;Yes;2009;9;6;42.66;43.443;46;0.7;81;GEORGIA: NORTHWESTERN;North
4834;;2009;9;12;10.705;-67.92;15;0.6;;VENEZUELA: CARABOBO;West
4835;;2009;9;18;6.513;124.715;10;6.3;;PHILIPPINES: COTABATO, SULTAN KUDARAT;North
4836;;2009;9;18;-9.138;115.593;10;5.7;;INDONESIA: BALI: DENPASAR;West
4837;;2009;9;21;27.332;91.437;79;5.7;;BHUTAN: TASHIGANG;East
4838;;2009;9;22;-38.28;145.25;14;6.1;11;AUSTRALIA: MORNINGTON;North
4839;;2009;9;29;-15.489;-172.095;0;3.1;;SAMOA ISLANDS;South
4840;Yes;2009;9;30;-0.72;99.867;18;8.1;;INDONESIA: SUMATRA: PADANG;East
4841;Yes;2009;10;1;-2.515;101.501;81;7.5;1117;INDONESIA: SUMATRA: SOUTHERN: KERINCI;North
4842;;2009;10;7;-13.006;166.51;10;6.6;3;VANUATU ISLANDS;South
4843;Yes;2009;10;7;-12.517;166.382;45;7.6;;SOLOMON ISLANDS: SANTA CRUZ ISLANDS;West
4844;;2009;10;9;-0.962;-77.817;35;7.8;;ECUADOR: TENA;North
4845;;2009;10;22;36.517;70.95;35;5.4;;AFGHANISTAN: HINDU KUSH;East
4846;;2009;10;29;27.262;91.417;18;6.1;5;BHUTAN: MONGAR, PEMAGATSEL, TASHIGANG;South
4847;;2009;11;1;25.962;100.825;26;5.3;;CHINA: YUNNAN PROVINCE;North
4848;;2009;11;3;27.334;56.202;25;4.9;;IRAN: BANDAR ABBAS;North
4849;;2009;11;8;-8.207;118.631;14;5.1;;INDONESIA: SUMABAWA: BIMA;South
4850;;2009;11;27;10.434;-69.715;18;6.6;2;VENEZUELA: SIQUISIQUE;South
4851;;2009;12;6;-26.414;27.494;7;5.4;;SOUTH AFRICA: CARLETONVILLE;East
4852;;2009;12;8;-9.948;33.878;2;3.5;2;MALAWI: KARONGA;East
4853;;2009;12;12;17.109;73.767;8;5.9;1;INDIA: MAHARASHTRA: SATARA;East
4854;;2009;12;17;34.921;139.261;10;5.1;;JAPAN: HONSHU: ITO;East
4855;;2009;12;19;23.796;121.605;7;4.9;;TAIWAN: HUALIEN;South
4856;;2009;12;19;-10.108;33.818;57;6.4;;MALAWI: KARONGA;South
4857;;2009;12;30;32.437;-115.165;6;0.6;3;MEXICO: MEXICALI;South
4858;;2009;12;31;27.319;91.51;9;5.9;;BHUTAN: DAMETSI;North
4859;;2010;1;2;38.245;71.467;10;5.2;;TAJIKISTAN;North
4860;;2010;1;3;-8.743;157.477;47;5.1;;SOLOMON ISLANDS;West
4861;Yes;2010;1;3;-8.799;157.346;26;6.6;;SOLOMON ISLANDS;West
4862;Yes;2010;1;5;-9.019;157.551;25;7.1;;SOLOMON ISLANDS;West
4863;Yes;2010;1;10;-7.907;107.879;15;6.8;;INDONESIA: JAVA: GARUT;North
4864;;2010;1;10;40.652;-124.692;65;5.1;1;CALIFORNIA: OFF COAST NORTHERN;East
4865;;2010;1;12;18.457;-72.533;29;6.5;;HAITI: PORT-AU-PRINCE;North
4866;Yes;2010;1;15;10.454;-63.475;13;0.7;316000;VENEZUELA: CARIACO;West
4867;;2010;1;16;32.45;48.3;8;5.5;;IRAN: KHUZESTAN: ARRJAN;East
4868;;2010;1;17;25.558;105.804;5;0.5;;CHINA: GUIZHOU PROVINCE;West
4869;;2010;1;30;30.268;105.668;27;4.4;7;CHINA: SICHUAN PROVINCE: MOXI;North
4870;;2010;2;25;25.523;101.903;10;4.7;1;CHINA: YUNNAN PROVINCE;West
4871;;2010;2;26;25.93;128.425;36;4.8;;JAPAN: TORI SHIMA, OKINAWA;North
4872;Yes;2010;2;27;-36.122;-72.898;25;0.7;;CHILE: MAULE, CONCEPCION, TALCAHUANO;East
4873;Yes;2010;2;27;-24.872;-65.602;23;8.8;402;ARGENTINA: SALTA;East
4874;;2010;3;4;22.918;120.795;10;6.3;2;TAIWAN: KAO-HSIUNG;North
4875;;2010;3;8;38.864;39.986;21;6.3;;TURKEY: ELAZIG PROVINCE: OKCULAR, YUKARI DEMIRCI;South
4876;;2010;3;11;-34.29;-71.891;12;6.1;51;CHILE: RANCAGUA;West
4877;Yes;2010;3;30;13.667;92.831;11;6.9;;INDIA: ANDAMAN ISLANDS: DIGLIPUR;West
4878;;2010;4;4;32.297;-115.278;34;6.7;;MEXICO: BAJA CALIFORNIA;West
4879;;2010;4;6;2.383;97.048;4;7.2;2;INDONESIA: SUMATRA;West
4880;Yes;2010;4;13;33.165;96.548;31;7.8;;CHINA: QINGHAI PROVINCE: YUSHU;South
4881;;2010;4;18;35.633;67.658;17;6.9;2220;AFGHANISTAN: SAMANGAN PROVINCE;East
4882;;2010;4;20;-30.794;121.406;13;5.6;11;AUSTRALIA: KALGOORLIE;West
4883;;2010;5;1;30.099;80.026;0;5.2;;INDIA: CHAMOLI;East
4884;;2010;5;6;-18.058;-70.547;36;4.5;;PERU: TACNA;North
4885;;2010;5;9;3.748;96.018;37;6.2;;INDONESIA: N. SUMATRA: SIMEULUE ISLAND;North
4886;;2010;5;14;35.9;4.12;38;7.2;;ALGERIA: NORTHERN: BENI YELLMAN;West
4887;;2010;5;16;18.4;-67.07;2;5.2;2;PUERTO RICO: LARES, VEGA BAJA;North
4888;;2010;5;29;16.591;145.682;113;5.8;;ANATAHAN REGION, N. MARIANA ISLANDS;West
4889;Yes;2010;6;12;7.881;91.936;10;4.4;;INDIA: LITTLE NICOBAR ISLAND;South
4890;Yes;2010;6;15;32.7;-115.921;35;7.5;;CALIFORNIA: OCOTILLO;North
4891;;2010;6;16;-2.174;136.543;5;5.8;;INDONESIA: NEW GUINEA: IRIAN JAYA: JAPEN;North
4892;;2010;6;18;13.197;93.087;18;0.7;17;INDIA: ANDAMAN ISLANDS: DIGLIPUR;West
4893;;2010;6;22;29.872;80.428;20;5.9;;INDIA: TAULI;South
4894;;2010;6;23;45.88;-75.48;16;5.2;;CANADA: QUEBEC: VAL-DES-BOIS, GRACEFIELD;South
4895;;2010;6;30;16.396;-97.782;22;5.2;;MEXICO: SAN ANDRES HUAXPALTEPEC;West
4896;;2010;7;20;27.022;53.861;20;6.2;1;IRAN: FARSINAJ;North
4897;;2010;7;23;6.486;123.467;10;5.8;1;PHILIPPINES: CELEBES SEA: MORO GULF;North
4898;;2010;7;30;35.217;59.308;586;7.6;;IRAN: TORBET-I-HEYDARIYEH;East
4899;;2010;8;10;-17.541;168.069;24;5.4;;VANUATU ISLANDS;South
4900;Yes;2010;8;12;-1.266;-77.306;25;7.2;;ECUADOR: MANTA, GUAYAQUIL, LOJA;East
4901;;2010;8;13;12.484;141.476;207;7.1;;GUAM, NORTHERN MARIANA ISLANDS;West
4902;Yes;2010;8;27;35.49;54.47;10;6.9;;IRAN: DAMGHAN-TORUD;North
4903;;2010;8;29;27.197;103.005;7;5.7;3;CHINA: SICHUAN PROVINCE: NINGANG, ZIAOJIA;West
4904;;2010;9;3;-43.522;171.83;35;4.9;;NEW ZEALAND: CHRISTCHURCH;East
4905;;2010;9;6;-43.57;172.388;12;0.7;;NEW ZEALAND: SOUTH ISLAND: CHRISTCHURCH;South
4906;;2010;9;6;-40.433;176.818;9;0.5;;NEW ZEALAND: NORTH ISLAND: PORANGAHAU;West
4907;;2010;9;7;-43.598;172.69;21;5.1;;NEW ZEALAND: SOUTH ISLAND: CANTERBURY;East
4908;;2010;9;10;23.407;90.648;6;0.5;;BANGLADESH: NARAYANGANJ;West
4909;;2010;9;27;29.647;51.665;10;4.8;;IRAN: SHIRAZ;East
4910;;2010;10;10;33.869;72.887;27;5.8;1;PAKISTAN: KHANPUR, HARIPUR;South
4911;;2010;10;25;-3.487;100.082;33;5.2;1;INDONESIA: SUMATRA;North
4912;Yes;2010;11;3;43.76;20.673;20;7.8;;BALKANS NW: SERBIA: KRALJEVO;East
4913;;2010;11;6;33.37;48.94;1;5.5;2;IRAN: DORUD-RAZAN;East
4914;;2010;11;12;30.178;67.117;5;4.9;;PAKISTAN: QUETTA;East
4915;;2010;12;16;7.521;37.839;27;4.7;;ETHIOPIA: JIMA, HOSA'INA, SHENK'OLA, WENJELA;East
4916;;2010;12;19;35.827;-96.772;10;5.1;;OKLAHOMA: LUTHER;East
4917;;2010;12;20;28.412;59.18;5;3.7;;IRAN: KERMAN;North
4918;;2010;12;21;26.901;143.698;12;6.5;7;JAPAN: BONIN ISLANDS;North
4919;Yes;2010;12;25;-19.702;167.947;14;7.4;;VANUATU ISLANDS;East
4920;Yes;2010;12;25;-43.55;172.647;16;7.3;;NEW ZEALAND: CHRISTCHURCH;North
4921;;2011;1;5;30.16;51.62;5;4.5;;IRAN: FARS PROVINCE;South
4922;;2011;1;9;-19.157;168.311;24;4.5;;VANUATU ISLANDS;South
4923;Yes;2011;1;18;28.777;63.951;24;6.5;;PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN;West
4924;;2011;2;1;24.693;97.943;68;7.2;3;CHINA: YUNNAN PROVINCE: PINGYUAN;South
4925;;2011;2;4;24.618;94.68;31;4.8;;MYANMAR (BURMA): MONYWA;South
4926;;2011;2;11;-36.474;-73.125;85;6.3;1;CHILE: OFF COAST CENTRAL;North
4927;Yes;2011;2;17;38.947;-107.497;28;6.8;;COLORADO: PAONIA;West
4928;;2011;2;21;-43.583;172.68;1;3.1;;NEW ZEALAND: CHRISTCHURCH, LYTTELTON;North
4929;Yes;2011;3;3;9.457;125.935;6;6.1;181;PHILIPPINES: MINDANAO;West
4930;;2011;3;9;38.435;142.842;50;5.5;;JAPAN: HONSHU: E COAST;West
4931;Yes;2011;3;10;24.719;97.969;32;7.5;;CHINA: YUNNAN PROVINCE: PINGYUAN;North
4932;;2011;3;11;38.297;142.372;26;5.5;25;JAPAN: HONSHU;North
4933;Yes;2011;3;11;36.281;141.111;30;9.1;1475;JAPAN: NEAR E COAST HONSHU;West
4934;;2011;3;11;38.058;144.59;43;7.9;;JAPAN: OFF EAST COAST HONSHU;West
4935;;2011;3;24;20.687;99.822;19;7.6;;MYANMAR: TACHILEK;West
4936;;2011;4;4;29.698;80.754;8;6.8;75;NEPAL-INDIA: UTTARAKHAND, UTTAR PRADESH;South
4937;;2011;4;7;38.276;141.588;26;5.4;;JAPAN: NEAR E COAST HONSHU;West
4938;Yes;2011;4;10;31.373;100.757;42;7.1;3;CHINA: SICHUAN PROVINCE: LUHUO;South
4939;;2011;4;11;37.001;140.401;43;5.1;;JAPAN: HONSHU;West
4940;;2011;4;24;-4.586;122.771;11;6.6;7;INDONESIA: SULAWESI: KENDARI;North
4941;;2011;5;10;-20.244;168.226;8;6.1;;NEW CALEDONIA: LOYALTY ISLANDS;South
4942;Yes;2011;5;11;37.699;-1.672;11;6.8;;SPAIN: LORCA;South
4943;;2011;5;19;39.12;29.04;1;5.1;10;TURKEY: SIMAV;North
4944;;2011;6;8;43.015;88.247;7;4.3;2;CHINA: XINJIANG PROVINCE: DABANCHENG;East
4945;;2011;6;13;-43.564;172.743;21;5.3;;NEW ZEALAND: SOUTH ISLAND: CANTERBURY;West
4946;;2011;6;20;25.075;98.721;6;0.6;1;CHINA: YUNNAN PROVINCE: BAOSHAN;North
4947;;2011;6;24;52.05;-171.836;39;5.3;;ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS;North
4948;Yes;2011;6;26;32.447;95.948;52;7.3;;CHINA: QINGHAI PROVINCE;West
4949;;2011;7;6;-29.539;-176.34;29;5.3;;NEW ZEALAND: KERMADEC ISLANDS;West
4950;Yes;2011;7;10;38.034;143.264;17;7.6;;JAPAN: HONSHU: E COAST;North
4951;Yes;2011;7;19;40.081;71.41;23;0.7;;UZBEKISTAN: FARGONA, VIOLYATI;South
4952;;2011;8;9;24.932;98.73;20;6.1;14;CHINA: YUNNAN PROVINCE: BAOSHAN;West
4953;;2011;8;11;39.955;77.028;40;0.5;;CHINA: XINJIANG PROVINCE: SOUTHERN, KASHI;South
4954;;2011;8;20;-18.365;168.143;10;5.7;;VANUATU ISLANDS;South
4955;Yes;2011;8;20;-18.311;168.218;32;7.1;;VANUATU ISLANDS;South
4956;Yes;2011;8;23;37.063;-104.701;28;0.7;;COLORADO: SEGUNDO;West
4957;;2011;8;23;37.936;-77.933;4;5.4;;VIRGINIA: LOUISA COUNTY, MARYLAND, WASHINGTON D.C.;East
4958;;2011;9;2;52.171;-171.708;6;5.8;;ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS;West
4959;Yes;2011;9;5;2.965;97.893;32;6.8;;INDONESIA: SUMATRA;East
4960;;2011;9;7;28.724;77.189;91;6.7;10;INDIA: DELHI;West
4961;;2011;9;18;27.73;88.155;10;4.3;;INDIA: SIKKIM;East
4962;;2011;9;19;14.186;-90.238;50;6.9;111;GUATEMALA: CUILAPA SANTA ROSA;East
4963;;2011;10;20;21.211;70.533;9;5.6;1;INDIA: GUJARAT;South
4964;;2011;10;21;-28.993;-176.238;10;0.5;;KERMADEC ISLANDS;South
4965;Yes;2011;10;23;38.722;43.513;33;7.4;;TURKEY: ERCIS, VAN;West
4966;;2011;10;28;-14.438;-75.966;16;7.1;604;PERU: SAN VICENTE DE CANETE;East
4967;;2011;10;29;27.449;88.684;24;6.9;1;INDIA: SIKKIM;East
4968;;2011;10;29;-0.13;-78.37;10;3.5;2;ECUADOR: POMASQUI;North
4969;;2011;11;1;43.648;82.437;3;0.4;;CHINA: XINJIANG PROVINCE;East
4970;;2011;11;6;35.532;-96.765;28;5.6;;OKLAHOMA: SPARKS;South
4971;;2011;11;7;7.904;125.185;5;5.7;;PHILIPPINES: MINDANAO: BUKIDNON PROVINCE;South
4972;;2011;11;8;35.531;-96.788;46;0.5;;OKLAHOMA: SPARKS, PRAGUE;North
4973;;2011;11;9;38.429;43.229;5;0.5;;TURKEY: VAN;South
4974;;2011;11;21;24.955;95.236;5;5.7;40;INDIA: ASSAM;North
4975;;2011;11;24;13.297;-87.898;114;5.8;;EL SALVADOR-GUATEMALA;North
4976;;2011;12;1;38.31;76.888;43;5.1;;CHINA: XINJIANG PROVINCE: SOUTHERN, KASHI;East
4977;;2011;12;3;-41.364;174.315;32;5.3;;NEW ZEALAND: COOK STRAIT;West
4978;;2011;12;11;17.844;-99.963;56;5.3;;MEXICO: GUERRERO;North
4979;;2011;12;23;-43.49;172.8;54;6.4;2;NEW ZEALAND: SOUTH ISLAND: CHRISTCHURCH;North
4980;;2011;12;27;51.842;95.911;10;5.8;;RUSSIA: KYZYL;North
4981;;2012;1;19;36.288;58.835;15;6.7;;IRAN: KHORASAN-E-RAZAVI;South
4982;;2012;1;30;-14.168;-75.635;8;5.3;;PERU: ICA;South
4983;;2012;2;2;-17.827;167.133;43;6.4;;VANUATU ISLANDS;North
4984;Yes;2012;2;6;9.999;123.206;23;0.7;;PHILIPPINES: NEGROS ORIENTAL PROVINCE;East
4985;;2012;2;26;22.661;120.891;11;6.7;51;TAIWAN: PINGTUNG;West
4986;;2012;2;27;31.428;56.778;28;5.9;;IRAN: RAVAR;South
4987;;2012;3;5;12.354;123.7;10;5.2;;PHILIPPINES: MASBATE ISLAND;East
4988;;2012;3;9;-19.125;169.613;37;5.6;;VANUATU ISLANDS;North
4989;Yes;2012;3;14;40.887;144.944;16;6.7;;JAPAN: HOKKAIDO;West
4990;Yes;2012;3;16;10.037;125.633;12;6.9;;PHILIPPINES: SURIGAO;East
4991;;2012;3;20;16.493;-98.231;18;5.8;;MEXICO: GUERRERO, OAXACA;West
4992;Yes;2012;3;25;-35.2;-72.217;20;7.4;2;CHILE: PARRAL, SANTIAGO;East
4993;;2012;4;11;2.327;93.063;41;7.2;1;INDONESIA: N SUMATRA: OFF WEST COAST;West
4994;Yes;2012;4;11;0.802;92.463;20;8.6;10;INDONESIA: N SUMATRA: OFF WEST COAST;North
4995;Yes;2012;4;14;-18.972;168.741;25;8.2;;VANUATU ISLANDS;West
4996;Yes;2012;4;17;-32.625;-71.365;11;6.3;;CHILE: VALPARAISO;East
4997;;2012;5;3;32.747;47.726;29;6.7;2;IRAN: MOURMOURI, ABDANAN, DEHLORAN;West
4998;;2012;5;7;41.549;46.789;10;5.4;;AZERBAIJAN: ZAGATALA;East
4999;;2012;5;11;26.175;92.889;11;5.7;;INDIA: ASSAM: KAMRUP, GUWAHATI;East
5000;;2012;5;12;38.612;70.354;43;5.4;;TAJIKISTAN;West
5001;;2012;5;14;;;10;5.7;1;CHILE: ARICA;West
5002;;2012;5;19;-16.764;-43.999;10;6.3;;BRAZIL: MONTES CLAROS;West
5003;;2012;5;20;44.89;11.23;10;4.1;;ITALY: EMILIA ROMAGNA: MIRANDOLA;West
5004;;2012;5;20;44.831;11.49;6;6.1;7;ITALY: SANT'AGOSTINO;East
5005;;2012;5;22;42.645;22.968;5;5.1;;BULGARIA: PERNIK;West
5006;;2012;5;29;44.851;11.086;10;5.6;;ITALY: EMILIA ROMAGNA: MEDOLLA, MIRANDOLA, CAVEZZO;South
5007;;2012;6;4;-7.692;106.371;10;5.9;17;INDONESIA: JAVA;South
5008;;2012;6;10;;;50;5.8;;TURKEY: FETHIYE;South
5009;;2012;6;11;36.023;69.351;35;6.1;;AFGHANISTAN: HINDU KUSH;North
5010;;2012;6;14;37.294;42.325;16;5.8;75;TURKEY: SIRNAK;South
5011;;2012;6;24;27.767;100.781;5;5.3;;CHINA: YUNNAN AND SICHUAN PROVINCES;North
5012;;2012;6;29;43.433;84.7;10;5.5;4;CHINA: XINJIANG PROVINCE;West
5013;;2012;7;20;32.978;119.593;18;6.3;;CHINA: JIANGSU PROVINCE;North
5014;;2012;7;25;2.707;96.045;10;4.9;1;INDONESIA: BANDA ACEH;West
5015;;2012;7;25;-9.694;159.727;22;6.5;1;SOLOMON ISLANDS: GUADALCANAL;East
5016;;2012;8;11;38.329;46.826;20;6.4;;IRAN: AHAR, HARIS, VARZAGAN;West
5017;;2012;8;14;49.8;145.064;11;6.5;306;RUSSIA: SAKHALIN ISLAND;West
5018;;2012;8;18;-1.315;120.096;583;7.7;;INDONESIA: SULAWESI: SIGI, PARIGI MOUNTONG;South
5019;;2012;8;27;12.139;-88.59;10;6.3;6;NICARAGUA: OFF THE COAST;North
5020;Yes;2012;8;31;10.811;126.638;28;7.3;;PHILIPPINES: CAGAYAN DE ORO, TACLOBAN;East
5021;Yes;2012;9;5;10.085;-85.315;28;7.6;1;COSTA RICA: NICOYA;South
5022;Yes;2012;9;7;27.575;103.983;35;7.6;2;CHINA: YUNNAN PROVINCE: ZHAOTONG: YILIANG;East
5023;;2012;10;18;23.739;81.314;10;5.6;81;INDIA: DEURALA, JAISINGHNAGAR, KOTMA, SARAI, UMARIA;South
5024;;2012;10;28;52.788;-132.101;10;0.5;;CANADA: QUEEN CHARLOTTE ISLANDS;South
5025;Yes;2012;11;7;13.988;-91.895;14;7.7;;GUATEMALA: SAN MARCOS, SAN CRISTOBAL COCHU;West
5026;Yes;2012;11;11;23.005;95.885;24;7.3;48;MYANMAR (BURMA): SHWEBO;North
5027;;2012;11;26;40.411;90.355;14;6.8;26;CHINA: XINJIANG PROVINCE: RUOQIANG;West
5028;;2012;12;5;33.506;59.571;10;5.1;;IRAN: KHORASAN PROVINCE;West
5029;;2012;12;7;37.89;143.949;14;5.7;8;JAPAN: HONSHU: MIYAGI PREFECTURE;West
5030;Yes;2013;1;5;55.393;-134.652;31;7.2;;ALASKA: SOUTHEASTERN;West
5031;Yes;2013;1;21;4.927;95.907;10;7.5;;INDONESIA: SUMATERA: N;East
5032;;2013;2;6;-10.799;165.114;12;6.1;1;SOLOMON ISLANDS: SANTA CRUZ ISLANDS;South
5033;Yes;2013;2;8;-10.928;166.018;24;7.9;;SOLOMON ISLANDS: SANTA CRUZ ISLANDS;East
5034;Yes;2013;2;9;1.135;-77.393;21;0.7;;COLOMBIA: CAUCA, NARINO, VALLE DEL CAUCA, RISARALDA;South
5035;;2013;2;15;55.15;61.41;145;0.7;;RUSSIA: CHELYABINSK (METEOR EXPLOSION);West
5036;;2013;2;19;27.226;103.071;;4.2;;CHINA: YUNNAN PROVINCE: QIAOJIA;South
5037;;2013;2;22;-15.748;-71.425;10;4.9;;PERU: S;West
